txno,    txndate,   custno, amount,      category,       product,                 city,     state,     spendby
307,05-02-2011,4003126,132.93,Outdoor Recreation,Geocaching,Columbia,Missouri,credit
308,02-21-2011,4007004,154.92,Combat Sports,Martial Arts,Denton,Texas,credit
309,03-24-2011,4009387,125.4,Games,Card Games,Tampa,Florida,credit
310,04-09-2011,4008616,63.72,Indoor Games,Table Shuffleboard,Charleston,South Carolina,credit
311,10-02-2011,4003773,95.71,Jumping,Bungee Jumping,Pasadena,Texas,credit
312,04-13-2011,4002903,17.35,Racquet Sports,Tennis,Milwaukee,Wisconsin,credit
313,09-09-2011,4009113,46.24,Air Sports,Air Suits,Des Moines,Iowa,credit
314,09-11-2011,4004984,6.84,Combat Sports,Wrestling,Colorado Springs,Colorado,credit
315,10-09-2011,4005701,43.94,Games,Dominoes,Fremont,California,credit
316,08-10-2011,4004736,191.94,Outdoor Play Equipment,Slides,Durham,North Carolina,credit
317,03-20-2011,4006804,113.14,Team Sports,Basketball,Kansas City,Kansas,credit
318,08-09-2011,4004339,167.86,Gymnastics,Gymnastics Protective Gear,Columbia,Missouri,credit
319,05-24-2011,4003063,143.61,Games,Dominoes,San Antonio,Texas,credit
320,08-12-2011,4001580,30.9,Exercise & Fitness,Free Weight Bars,Irvine,California,credit
321,11-16-2011,4008406,154.9,Outdoor Play Equipment,Water Tables,Dallas,Texas,credit
322,06-05-2011,4007191,194.8,Racquet Sports,Badminton,Eugene,Oregon,credit
323,11-08-2011,4003250,189.16,Gymnastics,Gymnastics Mats,Colorado Springs,Colorado,credit
324,12-09-2011,4002422,17.43,Team Sports,Hockey,Coral Springs,Florida,credit
325,12-24-2011,4001359,93.73,Team Sports,Indoor Volleyball,Charlotte,North Carolina,credit
326,08-18-2011,4009632,80.63,Winter Sports,Snowmobiling,Irving,Texas,credit
327,08-04-2011,4005392,173.24,Combat Sports,Fencing,Madison,Wisconsin,credit
328,12-15-2011,4004900,153.58,Winter Sports,Snowboarding,Columbia,South Carolina,credit
329,03-08-2011,4008262,11.51,Indoor Games,Air Hockey,Dallas,Texas,credit
330,10-12-2011,4003078,199.19,Jumping,Pogo Sticks,Indianapolis ,Indiana,credit
331,04-12-2011,4001714,60.52,Exercise & Fitness,Medicine Balls,Philadelphia,Pennsylvania,credit
332,11-11-2011,4000596,107.79,Indoor Games,Table Shuffleboard,New Orleans,Louisiana,credit
333,08-11-2011,4004878,28.12,Exercise & Fitness,Abdominal Equipment,Jersey City,New Jersey,credit
334,10-30-2011,4008751,29.05,Dancing,Ballet Bars,Westminster,Colorado,credit
335,10-13-2011,4003213,156.13,Combat Sports,Wrestling,Berkeley,California,credit
336,07-10-2011,4004285,161.38,Gymnastics,Vaulting Horses,Milwaukee,Wisconsin,credit
337,11-21-2011,4009734,26.22,Water Sports,Whitewater Rafting,Sunnyvale,California,credit
338,08-31-2011,4002783,28.77,Puzzles,Mechanical Puzzles,San Francisco,California,credit
339,01-07-2011,4000250,77.89,Exercise & Fitness,Medicine Balls,Los Angeles,California,credit
340,11-17-2011,4003432,143.04,Games,Bingo Sets,Cleveland,Ohio,credit
341,09-18-2011,4009363,21.49,Outdoor Recreation,Running,Houston,Texas,cash
342,05-25-2011,4005491,89.25,Exercise & Fitness,Abdominal Equipment,Newark,New Jersey,credit
343,02-01-2011,4006034,81.48,Outdoor Recreation,Ice Climbing,Richmond  ,Virginia,credit
344,03-17-2011,4005799,80.31,Exercise & Fitness,Foam Rollers,Madison,Wisconsin,credit
345,12-03-2011,4001891,67.44,Team Sports,Team Handball,Austin,Texas,credit
346,01-28-2011,4003873,65.89,Games,Board Games,St. Petersburg,Florida,credit
347,09-19-2011,4001316,146.09,Air Sports,Parachutes,Memphis,Tennessee,credit
348,11-30-2011,4007138,168.53,Water Sports,Windsurfing,Fremont,California,credit
349,01-25-2011,4008642,43.42,Outdoor Play Equipment,Sandboxes,Tampa,Florida,cash
350,10-21-2011,4002790,182.89,Outdoor Recreation,Shooting Games,Cleveland,Ohio,credit
351,08-05-2011,4000956,27.81,Outdoor Recreation,Track & Field,Midland,Texas,cash
352,09-19-2011,4003523,115.26,Exercise & Fitness,Foam Rollers,Columbus,Georgia,credit
353,01-25-2011,4008329,18.83,Outdoor Recreation,Track & Field,Gilbert,Arizona,cash
354,03-14-2011,4008069,76.11,Gymnastics,Gymnastics Bars,Detroit,Michigan,credit
355,02-04-2011,4005437,130.83,Outdoor Play Equipment,Lawn Water Slides,Dallas,Texas,credit
356,05-20-2011,4004931,186.81,Indoor Games,Darts,New Orleans,Louisiana,credit
357,11-26-2011,4009945,141.21,Team Sports,Field Hockey,Pasadena,California,credit
358,04-15-2011,4006777,22.72,Team Sports,Basketball,Paterson,New Jersey,cash
359,12-20-2011,4008801,36.41,Exercise & Fitness,Medicine Balls,Westminster,Colorado,cash
360,02-14-2011,4005419,173.06,Water Sports,Swimming,Lincoln,Nebraska,credit
361,03-29-2011,4001418,34.61,Gymnastics,Gymnastics Rings,Irving,Texas,cash
362,09-30-2011,4002021,117.25,Outdoor Recreation,Lawn Games,Orange,California,credit
363,08-27-2011,4001146,176.47,Exercise & Fitness,Exercise Bands,Brownsville,Texas,credit
364,11-30-2011,4008446,32.65,Indoor Games,Billiards,St. Louis  ,Missouri,cash
365,06-23-2011,4008775,153.97,Outdoor Play Equipment,Swing Sets,Anaheim,California,credit
366,04-02-2011,4004300,92.55,Indoor Games,Table Shuffleboard,El Paso,Texas,credit
367,03-09-2011,4009376,73.77,Jumping,Bungee Jumping,Las Vegas,Nevada,credit
368,09-14-2011,4002116,77.49,Outdoor Recreation,Ice Climbing,Las Vegas,Nevada,credit
369,01-17-2011,4003707,110.15,Air Sports,Parachutes,Las Vegas,Nevada,credit
370,05-08-2011,4007937,167.69,Team Sports,Basketball,Gresham,Oregon,credit
371,04-06-2011,4005609,7.02,Jumping,Jumping Stilts,Chicago,Illinois,cash
372,06-03-2011,4001924,68.38,Water Sports,Whitewater Rafting,Vancouver,Washington,credit
373,09-10-2011,4004841,128.55,Indoor Games,Table Shuffleboard,Buffalo,New York,credit
374,01-29-2011,4008954,116.06,Outdoor Play Equipment,Slides,Jersey City,New Jersey,credit
375,07-26-2011,4007111,28.82,Winter Sports,Downhill Skiing,Sacramento,California,cash
376,05-10-2011,4005447,62.7,Outdoor Recreation,Running,Columbia,Missouri,credit
377,01-12-2011,4008724,193.37,Racquet Sports,Squash,Westminster,Colorado,credit
378,11-11-2011,4009756,22.57,Indoor Games,Darts,Phoenix,Arizona,cash
379,04-04-2011,4003957,105.85,Outdoor Recreation,Cycling,Gresham,Oregon,credit
380,02-18-2011,4001576,165.32,Team Sports,Lacrosse,Colorado Springs,Colorado,credit
381,12-13-2011,4008331,152.48,Outdoor Recreation,Disc Golf,Pasadena,Texas,credit
382,11-02-2011,4006709,97.2,Gymnastics,Gymnastics Bars,Colorado Springs,Colorado,credit
383,07-15-2011,4001202,129.7,Water Sports,Swimming,Jersey City,New Jersey,credit
384,11-12-2011,4007121,9.96,Water Sports,Whitewater Rafting,Milwaukee,Wisconsin,cash
385,05-23-2011,4002767,161.34,Exercise & Fitness,Weight Benches,Pittsburgh,Pennsylvania,credit
386,12-29-2011,4002441,80.11,Gymnastics,Gymnastics Mats,Westminster,Colorado,credit
387,03-27-2011,4001634,112.91,Team Sports,Curling,San Francisco,California,credit
388,10-27-2011,4007329,140.72,Exercise & Fitness,Weightlifting Machine Accessories,Oklahoma City,Oklahoma,credit
389,06-09-2011,4003455,122.51,Outdoor Recreation,Equestrian,Irving,Texas,credit
390,11-11-2011,4009301,93.98,Games,Poker Chips & Sets,Boise,Idaho,credit
391,09-15-2011,4003528,68.53,Air Sports,Air Suits,Everett,Washington,credit
392,10-31-2011,4007647,36.89,Gymnastics,Gymnastics Rings,Las Vegas,Nevada,cash
393,01-21-2011,4004744,10.11,Outdoor Recreation,Skating,Jersey City,New Jersey,cash
394,07-30-2011,4004098,179.25,Jumping,Pogo Sticks,Cleveland,Ohio,credit
395,08-31-2011,4008627,162.49,Outdoor Recreation,Rock Climbing,Richmond  ,Virginia,credit
396,05-25-2011,4001166,188.59,Dancing,Ballet Bars,Berkeley,California,credit
397,07-17-2011,4005609,16.31,Water Sports,Windsurfing,Lowell,Massachusetts,cash
398,03-21-2011,4000414,6.08,Gymnastics,Gymnastics Rings,Houston,Texas,cash
399,03-16-2011,4000903,46.23,Exercise & Fitness,Free Weight Bars,Flint,Michigan,cash
400,02-06-2011,4003009,26.59,Outdoor Recreation,Cycling,Huntsville,Alabama,credit
401,05-13-2011,4007894,69.81,Gymnastics,Gymnastics Rings,Los Angeles,California,credit
402,05-08-2011,4007695,133.29,Outdoor Recreation,Hunting,Clarksville,Tennessee,credit
403,12-20-2011,4009597,12.91,Air Sports,Air Suits,El Paso,Texas,credit
404,06-20-2011,4001655,86.23,Games,Mahjong,Newark,New Jersey,credit
405,03-08-2011,4002607,113.43,Team Sports,Hockey,Scottsdale,Arizona,credit
406,07-01-2011,4002061,120.51,Racquet Sports,Tennis,Kansas City,Kansas,credit
407,05-18-2011,4004932,173.39,Outdoor Recreation,Rock Climbing,Montgomery,Alabama,credit
408,11-28-2011,4006839,23.14,Indoor Games,Foosball,Denton,Texas,credit
409,10-19-2011,4004713,130.37,Racquet Sports,Tennis,Chicago,Illinois,credit
410,02-27-2011,4007454,193.2,Jumping,Jumping Stilts,Green Bay,Wisconsin,credit
411,09-18-2011,4006010,33.5,Outdoor Play Equipment,Sandboxes,Lexington,Kentucky,credit
412,09-08-2011,4009196,102.54,Indoor Games,Billiards,West Valley City,Utah,credit
413,02-12-2011,4007699,75.79,Racquet Sports,Tennis,Pittsburgh,Pennsylvania,credit
414,07-09-2011,4002669,88.16,Team Sports,Baseball,Sunnyvale,California,credit
415,04-15-2011,4008707,171.9,Outdoor Recreation,Rock Climbing,Rockford,Illinois,credit
416,03-09-2011,4000279,153.68,Gymnastics,Vaulting Horses,Gresham,Oregon,credit
417,06-26-2011,4008278,117.46,Team Sports,Team Handball,Coral Springs,Florida,credit
418,11-07-2011,4002259,112.98,Air Sports,Air Suits,San Francisco,California,credit
419,01-13-2011,4008758,167.88,Team Sports,Rugby,New York,New York,credit
420,11-21-2011,4003285,147.28,Water Sports,Swimming,Flint,Michigan,credit
421,08-02-2011,4008037,135.99,Indoor Games,Air Hockey,St. Petersburg,Florida,credit
422,10-13-2011,4008118,98.09,Indoor Games,Bowling,Plano,Texas,credit
423,08-09-2011,4005498,5.6,Water Sports,Surfing,Indianapolis ,Indiana,credit
424,08-11-2011,4009652,150.81,Outdoor Recreation,Tetherball,Houston,Texas,credit
425,05-18-2011,4003269,131.58,Water Sports,Boating,Columbus,Georgia,credit
426,05-09-2011,4009345,22.91,Combat Sports,Martial Arts,Tampa,Florida,credit
427,07-07-2011,4002474,61.37,Outdoor Recreation,Skateboarding,Atlanta,Georgia,credit
428,05-14-2011,4007310,184.82,Team Sports,Cricket,Des Moines,Iowa,credit
429,11-25-2011,4004134,86.4,Indoor Games,Bowling,Columbus,Georgia,credit
430,10-27-2011,4006911,69.92,Exercise & Fitness,Cardio Machine Accessories,Jackson,Mississippi,credit
431,11-09-2011,4001384,167.27,Outdoor Recreation,Running,New Orleans,Louisiana,credit
432,06-17-2011,4007776,158.05,Exercise & Fitness,Medicine Balls,Irving,Texas,credit
433,05-29-2011,4008333,52.22,Dancing,Ballet Bars,Denton,Texas,credit
434,08-16-2011,4006616,125.85,Outdoor Play Equipment,Playhouses,Salt Lake City,Utah,credit
435,01-15-2011,4006182,79.04,Team Sports,Football,Hampton  ,Virginia,credit
436,10-08-2011,4004278,109.15,Jumping,Trampolines,Paterson,New Jersey,credit
437,09-25-2011,4006786,194.89,Racquet Sports,Tennis,Rockford,Illinois,credit
438,10-25-2011,4001635,143.46,Water Sports,Bodyboarding,Buffalo,New York,credit
439,01-31-2011,4004369,7.86,Air Sports,Hang Gliding,Kansas City,Missouri,credit
440,05-02-2011,4007230,64.75,Winter Sports,Sledding,Huntsville,Alabama,credit
441,12-25-2011,4005712,127.75,Combat Sports,Wrestling,Omaha,Nebraska,credit
442,07-27-2011,4000833,179.82,Gymnastics,Vaulting Horses,Sacramento,California,credit
443,05-30-2011,4004922,64.7,Jumping,Jumping Stilts,Rockford,Illinois,credit
444,07-18-2011,4005449,56.15,Water Sports,Surfing,Philadelphia,Pennsylvania,credit
445,04-02-2011,4008714,32.35,Games,Mahjong,Irving,Texas,cash
446,01-19-2011,4003180,138.73,Gymnastics,Gymnastics Bars,Denton,Texas,credit
447,05-27-2011,4009109,147.5,Gymnastics,Vaulting Horses,McKinney,Texas,credit
448,03-25-2011,4007437,125.49,Exercise & Fitness,Medicine Balls,Denver  ,Colorado,credit
449,08-01-2011,4009187,120.27,Water Sports,Towed Water Sports,Lincoln,Nebraska,credit
450,01-08-2011,4009644,169.48,Outdoor Recreation,Fishing,Milwaukee,Wisconsin,credit
451,09-20-2011,4007219,149.89,Gymnastics,Vaulting Horses,Colorado Springs,Colorado,credit
452,10-24-2011,4009292,32.43,Gymnastics,Balance Beams,Houston,Texas,cash
453,05-31-2011,4008408,20.72,Outdoor Recreation,Lawn Games,Colorado Springs,Colorado,cash
454,02-05-2011,4001888,192.85,Exercise & Fitness,Foam Rollers,Seattle,Washington,credit
455,01-12-2011,4003816,41.88,Racquet Sports,Badminton,Berkeley,California,cash
456,08-15-2011,4002485,12.95,Team Sports,Field Hockey,Flint,Michigan,cash
457,05-25-2011,4000357,83.69,Jumping,Bungee Jumping,Rockford,Illinois,credit
458,05-28-2011,4001439,107.37,Air Sports,Parachutes,Kansas City,Missouri,credit
459,10-14-2011,4003180,170.63,Indoor Games,Air Hockey,Portland,Oregon,credit
460,02-14-2011,4005759,129.15,Exercise & Fitness,Weight Benches,Plano,Texas,credit
461,01-05-2011,4005636,29.01,Team Sports,Cricket,Kansas City,Kansas,cash
462,11-08-2011,4001295,149.36,Winter Sports,Snowboarding,Detroit,Michigan,credit
463,09-26-2011,4005580,156.06,Team Sports,Baseball,Flint,Michigan,credit
464,06-26-2011,4002451,131.93,Racquet Sports,Squash,Des Moines,Iowa,credit
465,03-22-2011,4002442,51.66,Winter Sports,Snowboarding,Buffalo,New York,credit
466,09-27-2011,4002758,74.85,Water Sports,Windsurfing,Columbia,South Carolina,credit
467,02-13-2011,4008422,148.52,Team Sports,Rugby,Des Moines,Iowa,credit
468,07-14-2011,4000366,102.73,Exercise & Fitness,Exercise Bands,Berkeley,California,credit
469,04-13-2011,4003977,118.43,Exercise & Fitness,Weight Benches,El Paso,Texas,credit
470,10-12-2011,4001570,199.15,Exercise & Fitness,Free Weights,Honolulu  ,Hawaii,credit
471,10-18-2011,4002139,111.66,Jumping,Trampoline Accessories,Baltimore,Maryland,credit
472,06-03-2011,4002472,100.7,Team Sports,Cricket,Seattle,Washington,credit
473,01-17-2011,4008145,56.26,Water Sports,Boating,Minneapolis,Minnesota,credit
474,12-29-2011,4002371,101.3,Outdoor Recreation,Cycling,Irvine,California,credit
475,04-01-2011,4000159,51.43,Exercise & Fitness,Free Weights,Honolulu  ,Hawaii,credit
476,12-02-2011,4004458,78.23,Team Sports,Curling,Omaha,Nebraska,credit
477,02-23-2011,4002542,6.8,Team Sports,Football,Louisville,Kentucky,cash
478,12-08-2011,4007375,56,Exercise & Fitness,Weightlifting Gloves,Denton,Texas,credit
479,11-30-2011,4000958,17.07,Games,Card Games,Eugene,Oregon,cash
480,05-08-2011,4007228,80.06,Jumping,Bungee Jumping,Bellevue,Washington,credit
481,01-28-2011,4003472,191.53,Team Sports,Cheerleading,Lexington,Kentucky,credit
482,01-17-2011,4003103,113.83,Games,Dominoes,Flint,Michigan,credit
483,05-17-2011,4003834,22.89,Racquet Sports,Squash,Denton,Texas,cash
484,06-07-2011,4003843,85,Exercise & Fitness,Abdominal Equipment,Detroit,Michigan,credit
485,06-30-2011,4006883,110.86,Games,Poker Chips & Sets,Seattle,Washington,credit
486,09-16-2011,4009740,43.3,Games,Dice & Dice Sets,Columbus,Ohio,cash
487,09-13-2011,4006429,149.15,Exercise & Fitness,Weightlifting Machines,Atlanta,Georgia,credit
488,05-17-2011,4000475,148.84,Outdoor Recreation,Skateboarding,San Jose,California,credit
489,02-09-2011,4009286,95.1,Racquet Sports,Racquetball,Columbia,Missouri,credit
490,09-12-2011,4006646,43.7,Team Sports,Indoor Volleyball,Gilbert,Arizona,cash
491,08-29-2011,4007089,172.86,Water Sports,Surfing,Plano,Texas,credit
492,07-12-2011,4007307,82.74,Combat Sports,Boxing,Philadelphia,Pennsylvania,credit
493,12-22-2011,4001986,53.89,Water Sports,Towed Water Sports,Columbus,Ohio,credit
494,05-03-2011,4006971,107.54,Winter Sports,Downhill Skiing,Portland,Oregon,credit
495,08-17-2011,4006985,53.57,Water Sports,Windsurfing,Las Vegas,Nevada,credit
496,10-30-2011,4000254,188.55,Team Sports,Lacrosse,Anaheim,California,credit
497,07-03-2011,4000663,194.74,Gymnastics,Balance Beams,Flint,Michigan,credit
498,07-19-2011,4005912,29.14,Team Sports,Soccer,Lincoln,Nebraska,cash
499,08-21-2011,4008978,46.58,Gymnastics,Gymnastics Rings,Houston,Texas,cash
500,01-23-2011,4002574,40.04,Exercise & Fitness,Abdominal Equipment,Lincoln,Nebraska,credit
501,03-27-2011,4005970,130.05,Water Sports,Scuba Diving & Snorkeling,McKinney,Texas,credit
502,07-30-2011,4001333,37.67,Gymnastics,Vaulting Horses,Nashville  ,Tennessee,credit
503,08-10-2011,4008133,129.66,Combat Sports,Wrestling,Charlotte,North Carolina,credit
504,08-15-2011,4004721,58.53,Exercise & Fitness,Weightlifting Gloves,Overland Park,Kansas,credit
505,03-05-2011,4006753,95.4,Water Sports,Wetsuits,Chicago,Illinois,credit
506,08-15-2011,4005887,118.24,Air Sports,Parachutes,Houston,Texas,credit
507,07-19-2011,4003739,81.64,Outdoor Recreation,Deck Shuffleboard,Irving,Texas,credit
508,03-27-2011,4002455,66.18,Outdoor Recreation,Motorsports,Phoenix,Arizona,credit
509,08-12-2011,4005557,150.3,Water Sports,Surfing,Clarksville,Tennessee,credit
510,03-02-2011,4006657,123.32,Games,Portable Electronic Games,Austin,Texas,credit
511,07-30-2011,4001847,39.51,Indoor Games,Foosball,Everett,Washington,credit
512,04-26-2011,4005791,86.73,Exercise & Fitness,Weightlifting Gloves,New Orleans,Louisiana,credit
513,05-04-2011,4001183,61.15,Exercise & Fitness,Free Weights,San Antonio,Texas,credit
514,02-01-2011,4008633,94.25,Team Sports,Soccer,Everett,Washington,credit
515,08-03-2011,4001067,197.45,Outdoor Play Equipment,Playhouses,Santa Ana,California,credit
516,06-28-2011,4000455,60.64,Winter Sports,Sledding,Salt Lake City,Utah,credit
517,09-01-2011,4002686,88.6,Exercise & Fitness,Yoga & Pilates,Chicago,Illinois,credit
518,11-13-2011,4000540,168.65,Water Sports,Water Tubing,Overland Park,Kansas,credit
519,09-28-2011,4002459,29.67,Winter Sports,Downhill Skiing,Indianapolis ,Indiana,credit
520,08-23-2011,4003343,195.07,Team Sports,Baseball,Las Vegas,Nevada,credit
521,12-13-2011,4005260,90.13,Games,Dice & Dice Sets,Salt Lake City,Utah,credit
522,06-19-2011,4001463,94.18,Water Sports,Life Jackets,Miami,Florida,credit
523,05-14-2011,4005979,69.74,Winter Sports,Snowboarding,Dayton,Ohio,credit
524,08-15-2011,4004641,148.7,Team Sports,Soccer,Newark,New Jersey,credit
525,02-01-2011,4006348,170.97,Jumping,Pogo Sticks,Hampton  ,Virginia,credit
526,04-27-2011,4004022,92.06,Indoor Games,Ping Pong,Orlando,Florida,credit
527,05-14-2011,4005640,187.72,Outdoor Recreation,Skateboarding,Brownsville,Texas,credit
528,05-10-2011,4006748,121.94,Outdoor Recreation,Disc Golf,Indianapolis ,Indiana,credit
529,01-25-2011,4008196,99.24,Team Sports,Indoor Volleyball,McKinney,Texas,credit
530,02-28-2011,4005847,10.85,Gymnastics,Balance Beams,Madison,Wisconsin,credit
531,01-27-2011,4009488,36.82,Gymnastics,Gymnastics Bars,New York,New York,credit
532,08-29-2011,4008292,99.93,Team Sports,Beach Volleyball,Hartford,Connecticut,credit
533,11-02-2011,4005550,48.63,Outdoor Recreation,Camping & Backpacking & Hiking,Saint Paul,Minnesota,credit
534,12-12-2011,4005546,126.25,Outdoor Recreation,Cycling,St. Petersburg,Florida,credit
535,04-04-2011,4003307,114.44,Racquet Sports,Squash,Westminster,Colorado,credit
536,08-03-2011,4007663,133.26,Exercise & Fitness,Weightlifting Belts,Portland,Oregon,credit
537,07-13-2011,4003503,104.38,Team Sports,Cricket,Los Angeles,California,credit
538,03-15-2011,4001246,6.59,Team Sports,Soccer,New York,New York,credit
539,02-16-2011,4008450,72.73,Team Sports,Basketball,Houston,Texas,credit
540,05-01-2011,4003624,70.62,Outdoor Recreation,Shooting Games,Pasadena,California,credit
541,08-16-2011,4003797,60.09,Outdoor Recreation,Ice Climbing,Plano,Texas,credit
542,08-15-2011,4008140,46.36,Winter Sports,Snowmobiling,Memphis,Tennessee,cash
